Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                                                 <spontaneous>
[148]    0.0    0.00    0.00                 lua_getmetatable [148]
                0.00    0.00       1/1           findpcall [146]
-----------------------------------------------
                                                 <spontaneous>
[149]    0.0    0.00    0.00                 luaV_concat [149]
                0.00    0.00       1/14000816     setobj2s <cycle 1> [34]
                0.00    0.00       1/16800022     const_init [7]
-----------------------------------------------
                                   4             leaveblock <cycle 2> [150]
                                   4             constructor <cycle 2> [68]
                0.00    0.00       5/33          addprototype [59]
[150]    0.0    0.00    0.00       9+4       leaveblock <cycle 2> [150]
                0.00    0.00       1/14000816     read_string <cycle 1> [33]
                0.00    0.00       1/1           addk [207]
                0.00    0.00       1/93          singlestep [110]
                0.00    0.00       4/80          str_packsize [226]
                                   4             funcbody <cycle 2> [108]
                                   1             movegotosout <cycle 2> [88]
                                   4             leaveblock <cycle 2> [150]
-----------------------------------------------
                                                 <spontaneous>
[151]    0.0    0.00    0.00                 cond [151]
                0.00    0.00       3/133         unpackint [42]
                0.00    0.00       3/10          markupval [271]
-----------------------------------------------
                                                 <spontaneous>
[152]    0.0    0.00    0.00                 lua_pushthread [152]
                0.00    0.00       1/14000816     sort_comp <cycle 1> [285]
                0.00    0.00       1/10400469     luaH_create [23]
                0.00    0.00       1/379         partition [217]
-----------------------------------------------
                0.00    0.00       2/30          enterblock [109]
                0.00    0.00       2/30          luaC_fullgc [190]
                0.00    0.00       3/30          luaK_codeABx [208]
                0.00    0.00       3/30          luaK_patchclose <cycle 4> [179]
                0.00    0.00       3/30          luaK_code [174]
                0.00    0.00      17/30          getjumpcontrol [173]
[153]    0.0    0.00    0.00      30         luaC_runtilstate [153]
                0.00    0.00      30/93          singlestep [110]
                0.00    0.00      34/144         runafewfinalizers [189]
-----------------------------------------------
                0.00    0.00       3/3           newupvalue [99]
[154]    0.0    0.00    0.00       3         new_localvar [154]
                0.00    0.00       1/14000816     luaopen_base <cycle 1> [241]
-----------------------------------------------
                0.00    0.00       1/2           luaG_runerror [72]
                0.00    0.00       1/2           unroll [103]
[155]    0.0    0.00    0.00       2         finishCcall [155]
                0.00    0.00       1/14000816     str_pack <cycle 1> [281]
                0.00    0.00      10/11          luaG_errormsg [265]
-----------------------------------------------
                0.00    0.00       1/1           ifstat [128]
[156]    0.0    0.00    0.00       1         luaK_infix [156]
                0.00    0.00       1/14000816     obj_destroy <cycle 1> [14]
-----------------------------------------------
                0.00    0.00       1/1           boxgc [158]
[157]    0.0    0.00    0.00       1         lua_createtable [157]
                0.00    0.00       1/14000816     str_pack <cycle 1> [281]
-----------------------------------------------
                                                 <spontaneous>
[158]    0.0    0.00    0.00                 boxgc [158]
                0.00    0.00       1/1           lua_createtable [157]
-----------------------------------------------
                                                 <spontaneous>
[159]    0.0    0.00    0.00                 esccheck [159]
                0.00    0.00       1/14000816     str_pack <cycle 1> [281]
-----------------------------------------------
                                                 <spontaneous>
[160]    0.0    0.00    0.00                 list_exist [160]
                0.00    0.00       1/14000816     list_pop_front <cycle 1> [41]
                0.00    0.00       1/2           list_create [318]
-----------------------------------------------
                                                 <spontaneous>
[161]    0.0    0.00    0.00                 luaH_getint [161]
                0.00    0.00       1/14000816     luaH_free <cycle 1> [43]
-----------------------------------------------
                                                 <spontaneous>
[162]    0.0    0.00    0.00                 luaL_checkinteger [162]
                0.00    0.00       1/14000816     index2addr <cycle 1> [223]
-----------------------------------------------
                                                 <spontaneous>
[163]    0.0    0.00    0.00                 luaZ_fill [163]
                0.00    0.00       1/14000816     luaopen_base <cycle 1> [241]
                0.00    0.00       1/80          str_packsize [226]
-----------------------------------------------
                                                 <spontaneous>
[164]    0.0    0.00    0.00                 lua_getupvalue [164]
                0.00    0.00       1/14000816     os_date <cycle 1> [143]
                0.00    0.00       1/2           luaK_prefix [320]
-----------------------------------------------
                                                 <spontaneous>
[165]    0.0    0.00    0.00                 pushnumint [165]
                0.00    0.00       1/14000816     lua_pushstring <cycle 1> [222]
-----------------------------------------------
                                                 <spontaneous>
[166]    0.0    0.00    0.00                 getboolfield [166]
                0.00    0.00       4/8799331     utf8_decode [11]
-----------------------------------------------
                0.00    0.00       1/1           os_date <cycle 1> [143]
[167]    0.0    0.00    0.00       1         getfield [167]
                0.00    0.00       4/8799331     utf8_decode [11]
-----------------------------------------------
                                                 <spontaneous>
[168]    0.0    0.00    0.00                 os_setlocale [168]
                0.00    0.00       1/5           reallymarkobject [100]
                0.00    0.00       1/2           luaK_prefix [320]
-----------------------------------------------
                0.00    0.00       3/3           assignment [96]
[169]    0.0    0.00    0.00       3         block [169]
                0.00    0.00       3/330         str_unpack [37]
-----------------------------------------------
                0.00    0.00       5/5           primaryexp [64]
[170]    0.0    0.00    0.00       5         luaC_step [170]
                0.00    0.00      16/93          singlestep [110]
                0.00    0.00       3/43          atomic [132]
                0.00    0.00       3/79          sweeplist [188]
-----------------------------------------------
                                                 <spontaneous>
[171]    0.0    0.00    0.00                 findlabel [171]
                0.00    0.00       3/8799331     utf8_decode [11]
-----------------------------------------------
                                                 <spontaneous>
[172]    0.0    0.00    0.00                 resume_error [172]
                0.00    0.00       3/8799331     utf8_decode [11]
                0.00    0.00       1/10          luaD_callnoyield [269]
-----------------------------------------------
                                                 <spontaneous>
[173]    0.0    0.00    0.00                 getjumpcontrol [173]
                0.00    0.00      17/30          luaC_runtilstate [153]
-----------------------------------------------
                                                 <spontaneous>
[174]    0.0    0.00    0.00                 luaK_code [174]
                0.00    0.00       3/90          clearvalues <cycle 3> [70]
                0.00    0.00       3/30          luaC_runtilstate [153]
                0.00    0.00       3/16          freeexps <cycle 4> [256]
                0.00    0.00       3/79          sweeplist [188]
-----------------------------------------------
                                   1             luaD_hook <cycle 1> [235]
[175]    0.0    0.00    0.00       1         lua_resume <cycle 1> [175]
                0.00    0.00       2/4399431     lua_setmetatable [15]
                                   2             lua_pushstring <cycle 1> [222]
                                   1             luaL_pushresult <cycle 1> [321]
-----------------------------------------------
                                                 <spontaneous>
[176]    0.0    0.00    0.00                 expr [176]
                0.00    0.00       3/90          propagatemark <cycle 3> [227]
                0.00    0.00       3/16          freeexps <cycle 4> [256]
-----------------------------------------------
                                                 <spontaneous>
[177]    0.0    0.00    0.00                 checklimit [177]
                0.00    0.00       2/37          GCTM [77]
-----------------------------------------------
[178]    0.0    0.00    0.00      16+5       <cycle 4 as a whole> [178]
                0.00    0.00       5             luaK_patchclose <cycle 4> [179]
                0.00    0.00      16             freeexps <cycle 4> [256]
-----------------------------------------------
                                   3             freeexps <cycle 4> [256]
                0.00    0.00       2/16          luaK_codeABC [211]
[179]    0.0    0.00    0.00       5         luaK_patchclose <cycle 4> [179]
                0.00    0.00       2/90          clearvalues <cycle 3> [70]
                0.00    0.00       3/30          luaC_runtilstate [153]
                0.00    0.00       2/93          singlestep [110]
                0.00    0.00       2/79          sweeplist [188]
                                   2             freeexps <cycle 4> [256]
-----------------------------------------------
                0.00    0.00       1/257         luaE_setdebt [144]
                0.00    0.00     256/257         lua_setallocf [186]
[180]    0.0    0.00    0.00     257         list_destroy [180]
                0.00    0.00       2/8799331     utf8_decode [11]
-----------------------------------------------
                                                 <spontaneous>
[181]    0.0    0.00    0.00                 list_insert [181]
                0.00    0.00       2/8799331     utf8_decode [11]
-----------------------------------------------
                                                 <spontaneous>
[182]    0.0    0.00    0.00                 lua_error [182]
                0.00    0.00       2/8799331     utf8_decode [11]
-----------------------------------------------
                                                 <spontaneous>
[183]    0.0    0.00    0.00                 lua_getallocf [183]
                0.00    0.00       2/8799331     utf8_decode [11]
-----------------------------------------------
                0.00    0.00       1/25          test_then_block [81]
                0.00    0.00       3/25          explist [212]
                0.00    0.00      21/25          findgotos [82]
[184]    0.0    0.00    0.00      25         newlabelentry [184]
                0.00    0.00       2/8799331     utf8_decode [11]
-----------------------------------------------
                                   1             stack_init <cycle 1> [349]
                0.00    0.00       1/14000816     luaG_runerror [72]
[185]    0.0    0.00    0.00       2         os_time <cycle 1> [185]
                0.00    0.00       1/1           checkoption [202]
                0.00    0.00       1/1           list_remove [204]
                0.00    0.00       1/25          setobj2s [239]
                                   1             luaH_del <cycle 1> [13]
                                   1             luaH_gset <cycle 1> [2]
                                   1             os_date <cycle 1> [143]
                                   1             mem_free <cycle 1> [124]
                                   1             retstat <cycle 1> [219]
-----------------------------------------------
                                                 <spontaneous>
[186]    0.0    0.00    0.00                 lua_setallocf [186]
                0.00    0.00     256/257         list_destroy [180]
-----------------------------------------------
                                   3             luaO_pushvfstring <cycle 1> [187]
                                   2             lua_settable <cycle 1> [290]
                              800000             luaV_execute <cycle 1> [6]
                0.00    0.00       3/14000816     luaT_callTM [86]
[187]    0.0    0.00    0.00  800005+3       luaO_pushvfstring <cycle 1> [187]
                0.00    0.00       2/16800022     const_init [7]
                0.00    0.00       8/258         error [220]
                0.00    0.00       3/3           luaT_callorderTM [310]
                                   3             list_pop_front <cycle 1> [41]
                                   3             luaO_pushvfstring <cycle 1> [187]
-----------------------------------------------
                0.00    0.00       2/79          luaC_fullgc [190]
                0.00    0.00       2/79          luaK_patchclose <cycle 4> [179]
                0.00    0.00       3/79          luaC_step [170]
                0.00    0.00       3/79          luaK_code [174]
                0.00    0.00      29/79          GCTM [77]
                0.00    0.00      40/79          singlestep [110]
[188]    0.0    0.00    0.00      79         sweeplist [188]
                0.00    0.00      17/85          freeobj [137]
-----------------------------------------------
                0.00    0.00      34/144         luaC_runtilstate [153]
                0.00    0.00      43/144         luaC_checkfinalizer [133]
                0.00    0.00      67/144         singlestep [110]
[189]    0.0    0.00    0.00     144         runafewfinalizers [189]
                0.00    0.00      15/85          freeobj [137]
-----------------------------------------------
                                                 <spontaneous>
[190]    0.0    0.00    0.00                 luaC_fullgc [190]
                0.00    0.00       2/90          clearvalues <cycle 3> [70]
                0.00    0.00       2/30          luaC_runtilstate [153]
                0.00    0.00       2/79          sweeplist [188]
-----------------------------------------------
                                                 <spontaneous>
[191]    0.0    0.00    0.00                 closelistfield [191]
                0.00    0.00       8/93          singlestep [110]
                0.00    0.00       4/17          luaK_getlabel [253]
-----------------------------------------------
                                                 <spontaneous>
[192]    0.0    0.00    0.00                 exprstat [192]
                0.00    0.00       1/4399431     lua_setmetatable [15]
-----------------------------------------------
                                                 <spontaneous>
[193]    0.0    0.00    0.00                 lua_setuservalue [193]
                0.00    0.00       1/4399431     lua_setmetatable [15]
-----------------------------------------------
                                                 <spontaneous>
[194]    0.0    0.00    0.00                 makeseed [194]
                0.00    0.00       1/4399431     lua_setmetatable [15]
-----------------------------------------------
                                                 <spontaneous>
[195]    0.0    0.00    0.00                 os_exit [195]
                0.00    0.00       1/4399431     lua_setmetatable [15]
-----------------------------------------------
                0.00    0.00       5/5           addprototype [59]
[196]    0.0    0.00    0.00       5         breaklabel [196]
                0.00    0.00       1/90          clearvalues <cycle 3> [70]
                0.00    0.00       3/93          singlestep [110]
-----------------------------------------------
                                                 <spontaneous>
[197]    0.0    0.00    0.00                 funcname [197]
                0.00    0.00       1/8799331     utf8_decode [11]
-----------------------------------------------
                                                 <spontaneous>
[198]    0.0    0.00    0.00                 list_existnode [198]
                0.00    0.00       1/8799331     utf8_decode [11]
-----------------------------------------------
                                                 <spontaneous>
[199]    0.0    0.00    0.00                 lua_callk [199]
                0.00    0.00       1/8799331     utf8_decode [11]
-----------------------------------------------
                                                 <spontaneous>
[200]    0.0    0.00    0.00                 lua_load [200]
                0.00    0.00       1/8799331     utf8_decode [11]
-----------------------------------------------
                                  11             luaY_parser <cycle 1> [201]
                                   5             read_string <cycle 1> [33]
                0.00    0.00       1/14000816     localstat [97]
                0.00    0.00       5/14000816     readdecesc [60]
                0.00    0.00      14/14000816     readutf8esc [65]
[201]    0.0    0.00    0.00      25+11      luaY_parser <cycle 1> [201]
                0.00    0.00       1/8799331     utf8_decode [11]
                                  10             retstat <cycle 1> [219]
                                   1             str_pack <cycle 1> [281]
                                   1             list_pop_front <cycle 1> [41]
                                  11             luaY_parser <cycle 1> [201]
-----------------------------------------------
                0.00    0.00       1/1           os_time <cycle 1> [185]
[202]    0.0    0.00    0.00       1         checkoption [202]
                0.00    0.00       1/8799331     utf8_decode [11]
-----------------------------------------------
                0.00    0.00       1/1           os_date <cycle 1> [143]
[203]    0.0    0.00    0.00       1         l_message [203]
                0.00    0.00       1/8799331     utf8_decode [11]
-----------------------------------------------
                0.00    0.00       1/1           os_time <cycle 1> [185]
[204]    0.0    0.00    0.00       1         list_remove [204]
                0.00    0.00       1/8799331     utf8_decode [11]
-----------------------------------------------
                                                 <spontaneous>
[205]    0.0    0.00    0.00                 callallpendingfinalizers [205]
                0.00    0.00       7/85          freeobj [137]
-----------------------------------------------
                0.00    0.00       1/1           test_then_block [81]
[206]    0.0    0.00    0.00       1         closegoto [206]
                0.00    0.00       1/90          traversethread <cycle 3> [273]
                0.00    0.00       1/10          searchupvalue [272]
                0.00    0.00       1/10          markupval [271]
-----------------------------------------------
                0.00    0.00       1/1           leaveblock <cycle 2> [150]
[207]    0.0    0.00    0.00       1         addk [207]
                0.00    0.00       1/90          clearvalues <cycle 3> [70]
-----------------------------------------------
                0.00    0.00       3/3           funcbody <cycle 2> [108]
[208]    0.0    0.00    0.00       3         luaK_codeABx [208]
                0.00    0.00       3/30          luaC_runtilstate [153]
                0.00    0.00       3/12          traverseproto [263]
-----------------------------------------------
                                                 <spontaneous>
[209]    0.0    0.00    0.00                 testnext [209]
                0.00    0.00       3/93          singlestep [110]
-----------------------------------------------
                             3600174             luaO_arith <cycle 1> [213]
[210]    0.0    0.00    0.00 3600174         luaH_get_next <cycle 1> [210]
                0.00    0.00       1/10400469     luaH_create [23]
                0.00    0.00       1/1           _init [1000]
                                   2             luaH_gset <cycle 1> [2]
-----------------------------------------------
                0.00    0.00       2/5           parlist <cycle 2> [126]
                0.00    0.00       3/5           funcbody <cycle 2> [108]
[211]    0.0    0.00    0.00       5         luaK_codeABC [211]
                0.00    0.00       2/16          luaK_patchclose <cycle 4> [179]
-----------------------------------------------
                                                 <spontaneous>
[212]    0.0    0.00    0.00                 explist [212]
                0.00    0.00       3/25          newlabelentry [184]
                0.00    0.00       3/10          searchupvalue [272]
                0.00    0.00       3/10          markupval [271]
-----------------------------------------------
                                 174             lua_pushinteger <cycle 1> [267]
                0.07    0.02 3600000/14000816     luaV_lessequal [4]
[213]    0.0    0.00    0.00 3600174         luaO_arith <cycle 1> [213]
                             3600174             luaH_get_next <cycle 1> [210]
                             3600174             luaV_execute <cycle 1> [6]
-----------------------------------------------
                0.00    0.00  800002/800002      luaV_equalobj [3]
[214]    0.0    0.00    0.00  800002         pushline [214]
-----------------------------------------------
                                 430             list_pop_front <cycle 1> [41]
[215]    0.0    0.00    0.00     430         list_at <cycle 1> [215]
                0.00    0.00       1/2           list_create [318]
                                   2             list_del <cycle 1> [319]
-----------------------------------------------
                0.00    0.00     428/428         list_newnode [566]
[216]    0.0    0.00    0.00     428         luaX_next [216]
-----------------------------------------------
                0.00    0.00       1/379         lua_pushthread [152]
                0.00    0.00       2/379         lua_settable <cycle 1> [290]
                0.00    0.00       3/379         lua_iscfunction [311]
                0.00    0.00       5/379         auxgetstr <cycle 1> [287]
                0.00    0.00       6/379         LoadProtos [282]
                0.00    0.00       6/379         lua_pushboolean <cycle 1> [284]
                0.00    0.00       7/379         luaU_undump [280]
                0.00    0.00      11/379         auxresume [244]
                0.00    0.00      12/379         getF <cycle 1> [261]
                0.00    0.00      19/379         luaB_auxwrap [248]
                0.00    0.00      21/379         lua_toboolean [789]
                0.00    0.00      32/379         lua_rotate <cycle 1> [234]
                0.00    0.00      36/379         LoadDebug [249]
                0.00    0.00      42/379         LoadConstants [230]
                0.00    0.00     176/379         lua_pushstring <cycle 1> [222]
[217]    0.0    0.00    0.00     379         partition [217]
-----------------------------------------------
                                   3             lua_settable <cycle 1> [290]
                                  22             retstat <cycle 1> [219]
                                  24             mem_free <cycle 1> [124]
                                  36             lua_settop <cycle 1> [84]
                                 187             lua_topointer <cycle 1> [221]
                0.00    0.00       1/14000816     ifstat [128]
                0.00    0.00       3/14000816     newupvalue [99]
                0.00    0.00      12/14000816     errfile [66]
                0.00    0.00      22/14000816     statement [52]
                0.00    0.00      26/14000816     setobj [53]
[218]    0.0    0.00    0.00     336         list_addArray <cycle 1> [218]
                                 333             list_pop_front <cycle 1> [41]
-----------------------------------------------
                                   1             os_time <cycle 1> [185]
                                  10             luaY_parser <cycle 1> [201]
                                  80             read_long_string <cycle 1> [224]
                                 207             read_string <cycle 1> [33]
                0.00    0.00       1/14000816     luaopen_os [83]
                0.00    0.00       4/14000816     luaX_init [101]
                0.00    0.00       5/14000816     save [94]
                0.00    0.00       5/14000816     readdecesc [60]
                0.00    0.00       7/14000816     read_numeral [80]
[219]    0.0    0.00    0.00     320         retstat <cycle 1> [219]
                                  22             list_addArray <cycle 1> [218]
                                   1             list_pop_front <cycle 1> [41]
-----------------------------------------------
                0.00    0.00       1/258         read_line <cycle 1> [348]
                0.00    0.00       1/258         pushglobalfuncname <cycle 1> [346]
                0.00    0.00       1/258         newbox [849]
                0.00    0.00       1/258         checkload <cycle 1> [328]
                0.00    0.00       1/258         byteoffset <cycle 1> [327]
                0.00    0.00       1/258         mem_malloc <cycle 1> [323]
                0.00    0.00       2/258         luaL_addvalue [305]
                0.00    0.00       2/258         str_pack <cycle 1> [281]
                0.00    0.00       3/258         luaL_addlstring [113]
                0.00    0.00       3/258         luaS_hash [720]
                0.00    0.00       8/258         luaO_pushvfstring <cycle 1> [187]
                0.00    0.00      10/258         luaL_callmeta [54]
                0.00    0.00      10/258         luaL_len [55]
                0.00    0.00      10/258         searcher_Lua [925]
                0.00    0.00      12/258         getF <cycle 1> [261]
                0.00    0.00      18/258         pushfuncname <cycle 1> [246]
                0.00    0.00     174/258         lua_pushinteger <cycle 1> [267]
[220]    0.0    0.00    0.00     258         error [220]
-----------------------------------------------
                                  11             lua_pushinteger <cycle 1> [267]
                                 176             lua_pushstring <cycle 1> [222]
[221]    0.0    0.00    0.00     187         lua_topointer <cycle 1> [221]
                                 187             list_addArray <cycle 1> [218]
-----------------------------------------------
                                   1             read_line <cycle 1> [348]
                                   1             str_pack <cycle 1> [281]
                                   1             luaopen_base <cycle 1> [241]
                                   2             pushfuncname <cycle 1> [246]
                                   2             lua_resume <cycle 1> [175]
                                   2             searchpath <cycle 1> [324]
                                   5             read_all <cycle 1> [275]
                                 143             getF <cycle 1> [261]
                0.00    0.00       1/14000816     findfile [127]
                0.00    0.00       1/14000816     pushnumint [165]
                0.00    0.00       2/14000816     ll_searchpath [75]
                0.00    0.00       2/14000816     pairsmeta [131]
                0.00    0.00       3/14000816     math_toint [87]
                0.00    0.00      10/14000816     luaL_len [55]
[222]    0.0    0.00    0.00     176         lua_pushstring <cycle 1> [222]
                0.00    0.00     176/379         partition [217]
                                 176             lua_topointer <cycle 1> [221]
-----------------------------------------------
                                   1             utfchar <cycle 1> [352]
                                   1             mem_free <cycle 1> [124]
                                   5             searchpath <cycle 1> [324]
                                 143             getF <cycle 1> [261]
                0.00    0.00       1/14000816     luaL_checkinteger [162]
                0.00    0.00       2/14000816     resume [123]
                0.00    0.00      10/14000816     luaL_callmeta [54]
[223]    0.0    0.00    0.00     163         index2addr <cycle 1> [223]
                                 155             obj_destroy <cycle 1> [14]
                                   3             luaT_init <cycle 1> [257]
-----------------------------------------------
                                 138             read_string <cycle 1> [33]
[224]    0.0    0.00    0.00     138         read_long_string <cycle 1> [224]
                                  80             retstat <cycle 1> [219]
                                  30             mainfunc <cycle 1> [225]
-----------------------------------------------
                                  30             read_long_string <cycle 1> [224]
                                  58             read_string <cycle 1> [33]
                0.00    0.00       9/14000816     str_unpack [37]
[225]    0.0    0.00    0.00      97         mainfunc <cycle 1> [225]
                                  74             list_pop_front <cycle 1> [41]
-----------------------------------------------
                0.00    0.00       1/80          luaZ_fill [163]
                0.00    0.00       1/80          enterblock [109]
                0.00    0.00       4/80          leaveblock <cycle 2> [150]
                0.00    0.00      17/80          str_unpack [37]
                0.00    0.00      57/80          check_match [394]
[226]    0.0    0.00    0.00      80         str_packsize [226]
-----------------------------------------------
                                  66             propagatemark <cycle 3> [227]
                                  63             clearvalues <cycle 3> [70]
                0.00    0.00       3/90          subexpr [71]
                0.00    0.00       3/90          expr [176]
[227]    0.0    0.00    0.00      69+66      propagatemark <cycle 3> [227]
                0.00    0.00       6/12          traverseproto [263]
                0.00    0.00       6/6           traverseCclosure [286]
                0.00    0.00       3/3           traverseLclosure [315]
                                   9             traversethread <cycle 3> [273]
                                  66             propagatemark <cycle 3> [227]
-----------------------------------------------
                0.00    0.00      17/57          fornum [252]
                0.00    0.00      40/57          parlist <cycle 2> [126]
[228]    0.0    0.00    0.00      57         checknext [228]
-----------------------------------------------
                0.00    0.00       1/56          newbox [849]
                0.00    0.00       1/56          utfchar <cycle 1> [352]
                0.00    0.00       1/56          byteoffset <cycle 1> [327]
                0.00    0.00       1/56          mem_malloc <cycle 1> [323]
                0.00    0.00      10/56          luaL_len [55]
                0.00    0.00      42/56          LoadConstants [230]
[229]    0.0    0.00    0.00      56         LoadCode [229]
                0.00    0.00      14/38          auxsort [232]
-----------------------------------------------
                0.00    0.00       1/42          read_line <cycle 1> [348]
                0.00    0.00       1/42          pushfuncname <cycle 1> [246]
                0.00    0.00       1/42          luaL_unref [262]
                0.00    0.00       1/42          checkload <cycle 1> [328]
                0.00    0.00       1/42          luaB_type [603]
                0.00    0.00       2/42          read_all <cycle 1> [275]
                0.00    0.00       2/42          str_pack <cycle 1> [281]
                0.00    0.00       3/42          luaL_buffinitsize [685]
                0.00    0.00       4/42          searchpath <cycle 1> [324]
                0.00    0.00       6/42          luaS_eqlngstr [115]
                0.00    0.00      10/42          luaL_callmeta [54]
                0.00    0.00      10/42          luaL_len [55]
[230]    0.0    0.00    0.00      42         LoadConstants [230]
                0.00    0.00      42/56          LoadCode [229]
                0.00    0.00      42/379         partition [217]
-----------------------------------------------
                0.00    0.00       8/41          lua_upvalueid [796]
                0.00    0.00      33/41          lua_setupvalue [240]
[231]    0.0    0.00    0.00      41         lua_upvaluejoin [231]
-----------------------------------------------
                0.00    0.00       1/38          lua_rawgetp [778]
                0.00    0.00      10/38          auxresume [244]
                0.00    0.00      13/38          luaL_traceback [242]
                0.00    0.00      14/38          LoadCode [229]
[232]    0.0    0.00    0.00      38         auxsort [232]
-----------------------------------------------
                                  38             parlist <cycle 2> [126]
[233]    0.0    0.00    0.00      38         lastlistfield <cycle 2> [233]
                                   8             close_func <cycle 2> [61]
-----------------------------------------------
                                   1             pushglobalfuncname <cycle 1> [346]
                                  10             luaL_getmetafield <cycle 1> [270]
                                  21             pushfuncname <cycle 1> [246]
[234]    0.0    0.00    0.00      32         lua_rotate <cycle 1> [234]
                0.00    0.00      32/379         partition [217]
                                   4             lua_settop <cycle 1> [84]
-----------------------------------------------
                                   8             luaV_execute <cycle 1> [6]
                                  22             moveresults <cycle 1> [243]
[235]    0.0    0.00    0.00      30         luaD_hook <cycle 1> [235]
                0.00    0.00      30/30          luaD_reallocstack [236]
                0.00    0.00       4/4           setallfields [298]
                0.00    0.00       4/4           luaB_collectgarbage [295]
                0.00    0.00       3/3           str_gsub [313]
                0.00    0.00       1/1           os_tmpname [345]
                                   6             luaH_free_set <cycle 1> [283]
                                   3             list_cache_clear <cycle 1> [303]
                                   2             math_fmod <cycle 1> [322]
                                   1             lua_resume <cycle 1> [175]
                                   1             constfolding <cycle 1> [278]
                                   1             luaopen_base <cycle 1> [241]
                                   1             math_atan <cycle 1> [342]
                                   1             str_pack <cycle 1> [281]
                                   1             read_chars <cycle 1> [347]
                                   1             luaV_execute <cycle 1> [6]
                                   1             tconcat <cycle 1> [351]
                                   1             searchpath <cycle 1> [324]
                                   1             mem_malloc <cycle 1> [323]
-----------------------------------------------
                0.00    0.00      30/30          luaD_hook <cycle 1> [235]
[236]    0.0    0.00    0.00      30         luaD_reallocstack [236]
                0.00    0.00      19/19          getupvalname [247]
-----------------------------------------------
                0.00    0.00      30/30          recfield <cycle 2> [45]
[237]    0.0    0.00    0.00      30         yindex [237]
-----------------------------------------------
                0.00    0.00       1/27          pushfuncname <cycle 1> [246]
                0.00    0.00       1/27          ll_searchpath [75]
                0.00    0.00       1/27          str_pack <cycle 1> [281]
                0.00    0.00       1/27          pairsmeta [131]
                0.00    0.00       2/27          resume [123]
                0.00    0.00       2/27          byteoffset <cycle 1> [327]
                0.00    0.00       3/27          luaL_addlstring [113]
                0.00    0.00       6/27          read_all <cycle 1> [275]
                0.00    0.00      10/27          luaL_callmeta [54]
[238]    0.0    0.00    0.00      27         setobj2s [238]
-----------------------------------------------
                0.00    0.00       1/25          os_time <cycle 1> [185]
                0.00    0.00       3/25          luaL_addstring [304]
                0.00    0.00      21/25          luaL_tolstring <cycle 1> [266]
[239]    0.0    0.00    0.00      25         setobj2s [239]
-----------------------------------------------
                0.00    0.00      23/23          setobj2s <cycle 1> [325]
[240]    0.0    0.00    0.00      23         lua_setupvalue [240]
                0.00    0.00      33/41          lua_upvaluejoin [231]
-----------------------------------------------
                                   1             luaD_hook <cycle 1> [235]
                0.00    0.00       1/14000816     luaZ_fill [163]
                0.00    0.00       1/14000816     new_localvar [154]
                0.00    0.00       3/14000816     dothecall [112]
                0.00    0.00       7/14000816     str_unpack [37]
                0.00    0.00      10/14000816     clearvalues <cycle 3> [70]
[241]    0.0    0.00    0.00      23         luaopen_base <cycle 1> [241]
                0.00    0.00       1/12          luaL_unref [262]
                                   1             luaL_tolstring <cycle 1> [266]
                                   1             lua_tonumberx <cycle 1> [259]
                                   1             setsvalue <cycle 1> [299]
                                   1             lua_pushstring <cycle 1> [222]
-----------------------------------------------
                0.00    0.00       1/22          mem_malloc <cycle 1> [323]
                0.00    0.00       3/22          str_gsub [313]
                0.00    0.00       3/22          addquoted [378]
                0.00    0.00       3/22          luaB_collectgarbage [295]
                0.00    0.00      12/22          luaL_unref [262]
[242]    0.0    0.00    0.00      22         luaL_traceback [242]
                0.00    0.00      13/38          auxsort [232]
                0.00    0.00       3/6           LoadProtos [282]
                0.00    0.00       3/21          auxresume [244]
                0.00    0.00       3/7           luaU_undump [280]
-----------------------------------------------
                                  22             moveresults <cycle 1> [243]
                                  15             lua_rawgeti <cycle 1> [254]
                0.00    0.00       7/14000816     move_finalizer [79]
[243]    0.0    0.00    0.00      22+22      moveresults <cycle 1> [243]
                0.00    0.00       1/1           forlimit [329]
                                  22             luaD_hook <cycle 1> [235]
                                  22             moveresults <cycle 1> [243]
-----------------------------------------------
                0.00    0.00       1/21          resizebox [920]
                0.00    0.00       1/21          mem_free <cycle 1> [124]
                0.00    0.00       3/21          luaL_traceback [242]
                0.00    0.00       3/21          luaL_unref [262]
                0.00    0.00       3/21          luaS_eqlngstr [115]
                0.00    0.00      10/21          luaL_getmetafield <cycle 1> [270]
[244]    0.0    0.00    0.00      21         auxresume [244]
                0.00    0.00      11/379         partition [217]
                0.00    0.00      10/38          auxsort [232]
-----------------------------------------------
                                  18             pushfuncname <cycle 1> [246]
                0.00    0.00       3/14000816     luaL_addlstring [113]
[245]    0.0    0.00    0.00      21         lua_tointegerx <cycle 1> [245]
                                  14             luaH_del <cycle 1> [13]
-----------------------------------------------
                                   3             luaH_free <cycle 1> [43]
                                  18             lastlevel <cycle 1> [250]
[246]    0.0    0.00    0.00      21         pushfuncname <cycle 1> [246]
                0.00    0.00      18/19          luaB_auxwrap [248]
                0.00    0.00      18/18          LoadDebug [249]
                0.00    0.00      18/258         error [220]
                0.00    0.00       1/27          setobj2s [238]
                0.00    0.00       1/42          LoadConstants [230]
                                  21             lua_rotate <cycle 1> [234]
