Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       9+4           leaveblock <cycle 2> [150]
                0.00    0.00      38             lastlistfield <cycle 2> [233]
-----------------------------------------------
                                                 <spontaneous>
[39]     0.0    0.00    0.00                 docall [39]
                0.00    0.00     289/4399431     lua_setmetatable [15]
-----------------------------------------------
                                                 <spontaneous>
[40]     0.0    0.00    0.00                 list_merge [40]
                0.00    0.00     256/8799331     utf8_decode [11]
-----------------------------------------------
                                   1             retstat <cycle 1> [219]
                                   1             luaY_parser <cycle 1> [201]
                                   3             luaO_pushvfstring <cycle 1> [187]
                                   4             setsvalue <cycle 1> [299]
                                  13             luaT_init <cycle 1> [257]
                                  74             mainfunc <cycle 1> [225]
                                 333             list_addArray <cycle 1> [218]
                0.00    0.00       1/14000816     list_exist [160]
[41]     0.0    0.00    0.00     430         list_pop_front <cycle 1> [41]
                0.00    0.00     256/8799331     utf8_decode [11]
                                 430             list_at <cycle 1> [215]
-----------------------------------------------
                                  38             unpackint [42]
                0.00    0.00       1/133         enterblock [109]
                0.00    0.00       1/133         test_then_block [81]
                0.00    0.00       3/133         subexpr [71]
                0.00    0.00       3/133         cond [151]
                0.00    0.00       4/133         movegotosout <cycle 2> [88]
                0.00    0.00       5/133         funcargs [135]
                0.00    0.00       5/133         primaryexp [64]
                0.00    0.00       5/133         forlist [67]
                0.00    0.00       6/133         codeclosure [122]
                0.00    0.00       8/133         block_follow [111]
                0.00    0.00       9/133         addprototype [59]
                0.00    0.00       9/133         check_conflict [49]
                0.00    0.00      10/133         whilestat [58]
                0.00    0.00      20/133         close_func <cycle 2> [61]
                0.00    0.00      44/133         str_unpack [37]
[42]     0.0    0.00    0.00     133+38      unpackint [42]
                0.00    0.00      50/14000816     read_string <cycle 1> [33]
                                  38             unpackint [42]
-----------------------------------------------
                                   3             read_all <cycle 1> [275]
                0.00    0.00       1/14000816     luaH_getint [161]
                0.00    0.00       1/14000816     utflen [27]
                0.02    0.01  800002/14000816     luaO_pushfstring [12]
[43]     0.0    0.00    0.00  800007         luaH_free <cycle 1> [43]
                0.00    0.00     215/8799331     utf8_decode [11]
                                   3             lua_settable <cycle 1> [290]
                                   3             pushfuncname <cycle 1> [246]
                                   1             luaH_del <cycle 1> [13]
-----------------------------------------------
                0.00    0.00      38/84          error_expected [57]
                0.00    0.00      46/84          stack_push2 [51]
[44]     0.0    0.00    0.00      84         luaZ_read [44]
                0.00    0.00     166/330         str_unpack [37]
-----------------------------------------------
                                  22             constructor <cycle 2> [68]
                0.00    0.00       8/33          exp1 [56]
[45]     0.0    0.00    0.00      30         recfield <cycle 2> [45]
                0.00    0.00      30/30          stack_push2 [51]
                0.00    0.00       5/5           findgotos [82]
                0.00    0.00       4/93          singlestep [110]
                0.00    0.00      30/30          yindex [237]
                                   4             movegotosout <cycle 2> [88]
-----------------------------------------------
                                                 <spontaneous>
[46]     0.0    0.00    0.00                 forstat [46]
                0.00    0.00       8/8           exp1 [56]
                0.00    0.00       5/5           whilestat [58]
-----------------------------------------------
                                                 <spontaneous>
[47]     0.0    0.00    0.00                 lua_next [47]
                0.00    0.00     155/8799331     utf8_decode [11]
                0.00    0.00       3/14000816     gc_collect <cycle 1> [279]
-----------------------------------------------
                                                 <spontaneous>
[48]     0.0    0.00    0.00                 lua_pushnil [48]
                0.00    0.00     187/3600235     luaH_del_set [25]
-----------------------------------------------
                                                 <spontaneous>
[49]     0.0    0.00    0.00                 check_conflict [49]
                0.00    0.00       6/6           getbinopr [63]
                0.00    0.00       3/3           subexpr [71]
                0.00    0.00       9/133         unpackint [42]
                0.00    0.00       9/330         str_unpack [37]
                0.00    0.00       3/37          GCTM [77]
                0.00    0.00       3/15          freeLclosure [120]
                0.00    0.00       3/85          freeobj [137]
-----------------------------------------------
                                                 <spontaneous>
[50]     0.0    0.00    0.00                 lua_copy [50]
                0.00    0.00      32/14000816     lua_settop <cycle 1> [84]
-----------------------------------------------
                0.00    0.00      30/30          recfield <cycle 2> [45]
[51]     0.0    0.00    0.00      30         stack_push2 [51]
                0.00    0.00      46/84          luaZ_read [44]
                0.00    0.00      38/330         str_unpack [37]
                0.00    0.00      16/17          luaopen_string [255]
-----------------------------------------------
                                                 <spontaneous>
[52]     0.0    0.00    0.00                 statement [52]
                0.00    0.00      22/14000816     list_addArray <cycle 1> [218]
                0.00    0.00      23/4399431     lua_setmetatable [15]
-----------------------------------------------
                                                 <spontaneous>
[53]     0.0    0.00    0.00                 setobj [53]
                0.00    0.00      26/14000816     list_addArray <cycle 1> [218]
-----------------------------------------------
                                                 <spontaneous>
[54]     0.0    0.00    0.00                 luaL_callmeta [54]
                0.00    0.00      10/14000816     index2addr <cycle 1> [223]
                0.00    0.00      10/14000816     lua_rawgeti <cycle 1> [254]
                0.00    0.00      10/258         error [220]
                0.00    0.00      10/27          setobj2s [238]
                0.00    0.00      10/42          LoadConstants [230]
-----------------------------------------------
                                                 <spontaneous>
[55]     0.0    0.00    0.00                 luaL_len [55]
                0.00    0.00      10/14000816     lua_pushstring <cycle 1> [222]
                0.00    0.00      10/14000816     lua_pushinteger <cycle 1> [267]
                0.00    0.00      10/56          LoadCode [229]
                0.00    0.00      10/258         error [220]
                0.00    0.00      10/42          LoadConstants [230]
-----------------------------------------------
                0.00    0.00       8/8           forstat [46]
[56]     0.0    0.00    0.00       8         exp1 [56]
                0.00    0.00       8/33          recfield <cycle 2> [45]
-----------------------------------------------
                                                 <spontaneous>
[57]     0.0    0.00    0.00                 error_expected [57]
                0.00    0.00      38/84          luaZ_read [44]
-----------------------------------------------
                0.00    0.00       5/5           forstat [46]
[58]     0.0    0.00    0.00       5         whilestat [58]
                0.00    0.00       5/33          close_func <cycle 2> [61]
                0.00    0.00      10/133         unpackint [42]
                0.00    0.00      10/330         str_unpack [37]
-----------------------------------------------
                                                 <spontaneous>
[59]     0.0    0.00    0.00                 addprototype [59]
                0.00    0.00       5/33          leaveblock <cycle 2> [150]
                0.00    0.00       9/133         unpackint [42]
                0.00    0.00       8/330         str_unpack [37]
                0.00    0.00       4/90          clearvalues <cycle 3> [70]
                0.00    0.00       5/5           breaklabel [196]
                0.00    0.00       4/93          singlestep [110]
-----------------------------------------------
                                                 <spontaneous>
[60]     0.0    0.00    0.00                 readdecesc [60]
                0.00    0.00       7/7           read_numeral [80]
                0.00    0.00       5/14000816     retstat <cycle 1> [219]
                0.00    0.00       5/14000816     luaY_parser <cycle 1> [201]
-----------------------------------------------
                                   6             close_func <cycle 2> [61]
                                   8             lastlistfield <cycle 2> [233]
                0.00    0.00       5/33          primaryexp [64]
                0.00    0.00       5/33          whilestat [58]
[61]     0.0    0.00    0.00      18+6       close_func <cycle 2> [61]
                0.00    0.00       8/14000816     read_string <cycle 1> [33]
                0.00    0.00      20/133         unpackint [42]
                0.00    0.00       6/37          GCTM [77]
                0.00    0.00       4/93          singlestep [110]
                                  20             funcbody <cycle 2> [108]
                                   6             close_func <cycle 2> [61]
-----------------------------------------------
                                                 <spontaneous>
[62]     0.0    0.00    0.00                 udata2finalize [62]
                0.00    0.00      16/14000816     luaH_gset <cycle 1> [2]
-----------------------------------------------
                0.00    0.00       6/6           check_conflict [49]
[63]     0.0    0.00    0.00       6         getbinopr [63]
                0.00    0.00       6/33          funcbody <cycle 2> [108]
                0.00    0.00       6/93          singlestep [110]
-----------------------------------------------
                                                 <spontaneous>
[64]     0.0    0.00    0.00                 primaryexp [64]
                0.00    0.00       5/33          close_func <cycle 2> [61]
                0.00    0.00       5/133         unpackint [42]
                0.00    0.00       5/5           luaC_step [170]
                0.00    0.00       5/5           call_gc [288]
-----------------------------------------------
                                                 <spontaneous>
[65]     0.0    0.00    0.00                 readutf8esc [65]
                0.00    0.00      14/14000816     luaY_parser <cycle 1> [201]
-----------------------------------------------
                                                 <spontaneous>
[66]     0.0    0.00    0.00                 errfile [66]
                0.00    0.00      12/14000816     list_addArray <cycle 1> [218]
                0.00    0.00      12/10400469     luaH_create [23]
-----------------------------------------------
                                                 <spontaneous>
[67]     0.0    0.00    0.00                 forlist [67]
                0.00    0.00       6/14000816     read_string <cycle 1> [33]
                0.00    0.00       3/3           assignment [96]
                0.00    0.00       5/133         unpackint [42]
-----------------------------------------------
                                  40             parlist <cycle 2> [126]
                                  40             funcbody <cycle 2> [108]
[68]     0.0    0.00    0.00      80         constructor <cycle 2> [68]
                0.00    0.00      12/14000816     read_string <cycle 1> [33]
                                  22             recfield <cycle 2> [45]
                                   4             leaveblock <cycle 2> [150]
-----------------------------------------------
[69]     0.0    0.00    0.00      90+73      <cycle 3 as a whole> [69]
                0.00    0.00      84+42          clearvalues <cycle 3> [70]
                0.00    0.00      69+66          propagatemark <cycle 3> [227]
                0.00    0.00      10+6           traversethread <cycle 3> [273]
-----------------------------------------------
                                  42             clearvalues <cycle 3> [70]
                                   1             traversethread <cycle 3> [273]
                0.00    0.00       1/90          addk [207]
                0.00    0.00       1/90          breaklabel [196]
                0.00    0.00       2/90          luaC_fullgc [190]
                0.00    0.00       2/90          luaK_patchclose <cycle 4> [179]
                0.00    0.00       3/90          luaK_code [174]
                0.00    0.00       4/90          addprototype [59]
                0.00    0.00       5/90          entersweep [141]
                0.00    0.00       6/90          subexpr [71]
                0.00    0.00       8/90          fieldsel [106]
                0.00    0.00      15/90          luaC_checkfinalizer [133]
                0.00    0.00      15/90          freeobj [137]
                0.00    0.00      21/90          freeLclosure [120]
[70]     0.0    0.00    0.00      84+42      clearvalues <cycle 3> [70]
                0.00    0.00      10/14000816     luaopen_base <cycle 1> [241]
                0.00    0.00      63/19200105     flt_new [29]
                                  63             propagatemark <cycle 3> [227]
                                  42             clearvalues <cycle 3> [70]
-----------------------------------------------
                0.00    0.00       3/3           check_conflict [49]
[71]     0.0    0.00    0.00       3         subexpr [71]
                0.00    0.00       3/33          funcbody <cycle 2> [108]
                0.00    0.00       6/330         str_unpack [37]
                0.00    0.00       3/133         unpackint [42]
                0.00    0.00       6/90          clearvalues <cycle 3> [70]
                0.00    0.00       3/90          propagatemark <cycle 3> [227]
                0.00    0.00       3/85          freeobj [137]
                0.00    0.00       3/10          searchupvalue [272]
                0.00    0.00       3/10          markupval [271]
-----------------------------------------------
                                                 <spontaneous>
[72]     0.0    0.00    0.00                 luaG_runerror [72]
                0.00    0.00       7/7           move_finalizer [79]
                0.00    0.00       2/14000816     lua_rawgeti <cycle 1> [254]
                0.00    0.00       1/14000816     os_time <cycle 1> [185]
                0.00    0.00       1/2           finishCcall [155]
-----------------------------------------------
                                                 <spontaneous>
[73]     0.0    0.00    0.00                 l_strcmp [73]
                0.00    0.00       8/14000816     luaH_gset <cycle 1> [2]
                0.00    0.00       8/16800022     const_init [7]
-----------------------------------------------
                                   3             list_cache_clear <cycle 1> [303]
                                   5             constfolding <cycle 1> [278]
                                  22             luaH_del <cycle 1> [13]
                0.00    0.00       1/14000816     codeunexpval [145]
[74]     0.0    0.00    0.00      31         clean_const <cycle 1> [74]
                0.00    0.00      31/8799331     utf8_decode [11]
                0.00    0.00       2/2           iscleared [140]
                0.00    0.00       1/4399431     lua_setmetatable [15]
                                   2             setobj2s <cycle 1> [325]
                                   1             stack_push2 <cycle 1> [350]
                                   1             luaC_init <cycle 1> [333]
-----------------------------------------------
                                                 <spontaneous>
[75]     0.0    0.00    0.00                 ll_searchpath [75]
                0.00    0.00       2/2           resume [123]
                0.00    0.00       2/14000816     lua_pushstring <cycle 1> [222]
                0.00    0.00       1/14000816     luaL_tolstring <cycle 1> [266]
                0.00    0.00       1/14000816     lua_tonumberx <cycle 1> [259]
                0.00    0.00       1/14000816     searchpath <cycle 1> [324]
                0.00    0.00       1/14000816     getF <cycle 1> [261]
                0.00    0.00       1/12          luaL_unref [262]
                0.00    0.00       1/27          setobj2s [238]
-----------------------------------------------
                                                 <spontaneous>
[76]     0.0    0.00    0.00                 singlevaraux [76]
                0.00    0.00      10/10          createmetatable [98]
                0.00    0.00       3/3           newupvalue [99]
                0.00    0.00       9/9           adjustlocalvars [274]
-----------------------------------------------
                0.00    0.00       2/37          checklimit [177]
                0.00    0.00       3/37          check_conflict [49]
                0.00    0.00       5/37          setpause [121]
                0.00    0.00       6/37          close_func <cycle 2> [61]
                0.00    0.00      21/37          str_unpack [37]
[77]     0.0    0.00    0.00      37         GCTM [77]
                0.00    0.00       8/14000816     luaH_gset <cycle 1> [2]
                0.00    0.00      29/79          sweeplist [188]
-----------------------------------------------
                                                 <spontaneous>
[78]     0.0    0.00    0.00                 semerror [78]
                0.00    0.00      30/330         str_unpack [37]
-----------------------------------------------
                0.00    0.00       7/7           luaG_runerror [72]
[79]     0.0    0.00    0.00       7         move_finalizer [79]
                0.00    0.00       7/14000816     moveresults <cycle 1> [243]
-----------------------------------------------
                0.00    0.00       7/7           readdecesc [60]
[80]     0.0    0.00    0.00       7         read_numeral [80]
                0.00    0.00       7/14000816     retstat <cycle 1> [219]
-----------------------------------------------
                0.00    0.00       1/2           unroll [103]
                0.00    0.00       1/2           localstat [97]
[81]     0.0    0.00    0.00       2         test_then_block [81]
                0.00    0.00       2/14000816     str_pack <cycle 1> [281]
                0.00    0.00       1/14000816     read_string <cycle 1> [33]
                0.00    0.00       1/14000816     constfolding <cycle 1> [278]
                0.00    0.00       1/14000816     luaH_del <cycle 1> [13]
                0.00    0.00       1/14000816     obj_destroy <cycle 1> [14]
                0.00    0.00       1/133         unpackint [42]
                0.00    0.00       1/330         str_unpack [37]
                0.00    0.00       1/1           closegoto [206]
                0.00    0.00       1/25          newlabelentry [184]
                0.00    0.00       1/1           adjust_assign [326]
                0.00    0.00       1/17          luaopen_string [255]
-----------------------------------------------
                0.00    0.00       5/5           recfield <cycle 2> [45]
[82]     0.0    0.00    0.00       5         findgotos [82]
                0.00    0.00       5/14000816     read_string <cycle 1> [33]
                0.00    0.00       5/330         str_unpack [37]
                0.00    0.00      21/25          newlabelentry [184]
                0.00    0.00       5/93          singlestep [110]
                0.00    0.00      17/17          fornum [252]
-----------------------------------------------
                                                 <spontaneous>
[83]     0.0    0.00    0.00                 luaopen_os [83]
                0.00    0.00      22/4399431     lua_setmetatable [15]
                0.00    0.00       1/14000816     retstat <cycle 1> [219]
-----------------------------------------------
                                   4             lua_rotate <cycle 1> [234]
                0.00    0.00      32/14000816     lua_copy [50]
[84]     0.0    0.00    0.00      36         lua_settop <cycle 1> [84]
                0.00    0.00      36/3600235     luaH_del_set [25]
                                  36             list_addArray <cycle 1> [218]
-----------------------------------------------
                                                 <spontaneous>
[85]     0.0    0.00    0.00                 lua_gc [85]
                0.00    0.00       5/14000816     read_string <cycle 1> [33]
                0.00    0.00       5/8799331     utf8_decode [11]
-----------------------------------------------
                                                 <spontaneous>
[86]     0.0    0.00    0.00                 luaT_callTM [86]
                0.00    0.00       3/14000816     luaT_init <cycle 1> [257]
                0.00    0.00       3/14000816     luaO_pushvfstring <cycle 1> [187]
-----------------------------------------------
                                                 <spontaneous>
[87]     0.0    0.00    0.00                 math_toint [87]
                0.00    0.00       3/14000816     lua_pushstring <cycle 1> [222]
                0.00    0.00       2/14000816     luaopen_coroutine <cycle 1> [312]
                0.00    0.00       1/14000816     luaB_costatus <cycle 1> [268]
-----------------------------------------------
                                   1             leaveblock <cycle 2> [150]
                                   4             recfield <cycle 2> [45]
[88]     0.0    0.00    0.00       5         movegotosout <cycle 2> [88]
                0.00    0.00       4/14000816     read_string <cycle 1> [33]
                0.00    0.00       4/133         unpackint [42]
                0.00    0.00       4/93          singlestep [110]
                0.00    0.00       5/17          luaK_getlabel [253]
                                   4             funcbody <cycle 2> [108]
-----------------------------------------------
                                                 <spontaneous>
[89]     0.0    0.00    0.00                 lua_geti [89]
                0.00    0.00       3/14000816     luaV_execute <cycle 1> [6]
                0.00    0.00       3/5           reallymarkobject [100]
-----------------------------------------------
                0.00    0.00       1/30          luaV_execute <cycle 1> [6]
                0.00    0.00      29/30          callhook [95]
[90]     0.0    0.00    0.00      30         luaD_shrinkstack [90]
                0.00    0.00      20/4399431     lua_setmetatable [15]
-----------------------------------------------
                                                 <spontaneous>
[91]     0.0    0.00    0.00                 index2addr_ [91]
                0.00    0.00       5/14000816     constfolding <cycle 1> [278]
-----------------------------------------------
                                                 <spontaneous>
[92]     0.0    0.00    0.00                 luaT_gettm [92]
                0.00    0.00       5/14000816     luaT_init <cycle 1> [257]
-----------------------------------------------
                                                 <spontaneous>
[93]     0.0    0.00    0.00                 luaT_gettmbyobj [93]
                0.00    0.00       5/14000816     luaT_init <cycle 1> [257]
-----------------------------------------------
                                                 <spontaneous>
[94]     0.0    0.00    0.00                 save [94]
                0.00    0.00       5/14000816     retstat <cycle 1> [219]
                0.00    0.00       5/5           pmain [291]
-----------------------------------------------
                                                 <spontaneous>
[95]     0.0    0.00    0.00                 callhook [95]
                0.00    0.00      29/30          luaD_shrinkstack [90]
-----------------------------------------------
                0.00    0.00       3/3           forlist [67]
[96]     0.0    0.00    0.00       3         assignment [96]
                0.00    0.00       3/14000816     read_string <cycle 1> [33]
                0.00    0.00       3/330         str_unpack [37]
                0.00    0.00       3/3           block [169]
                0.00    0.00       3/10          searchupvalue [272]
-----------------------------------------------
                                                 <spontaneous>
[97]     0.0    0.00    0.00                 localstat [97]
                0.00    0.00       1/2           test_then_block [81]
                0.00    0.00       1/14000816     luaY_parser <cycle 1> [201]
-----------------------------------------------
                0.00    0.00      10/10          singlevaraux [76]
[98]     0.0    0.00    0.00      10         createmetatable [98]
                0.00    0.00      17/330         str_unpack [37]
-----------------------------------------------
                0.00    0.00       3/3           singlevaraux [76]
[99]     0.0    0.00    0.00       3         newupvalue [99]
                0.00    0.00       3/14000816     list_addArray <cycle 1> [218]
                0.00    0.00       3/3           new_localvar [154]
                0.00    0.00       3/3           getlocvar [302]
-----------------------------------------------
                                   1             reallymarkobject [100]
                0.00    0.00       1/5           os_setlocale [168]
                0.00    0.00       1/5           lua_gettable [138]
                0.00    0.00       3/5           lua_geti [89]
[100]    0.0    0.00    0.00       5+1       reallymarkobject [100]
                0.00    0.00       4/14000816     mem_free <cycle 1> [124]
                0.00    0.00       1/1           luaC_newobjNotGC [334]
                                   1             reallymarkobject [100]
-----------------------------------------------
                0.00    0.00       4/4           readhexaesc [102]
[101]    0.0    0.00    0.00       4         luaX_init [101]
                0.00    0.00       4/14000816     retstat <cycle 1> [219]
-----------------------------------------------
                                                 <spontaneous>
[102]    0.0    0.00    0.00                 readhexaesc [102]
                0.00    0.00       4/4           luaX_init [101]
-----------------------------------------------
                                                 <spontaneous>
[103]    0.0    0.00    0.00                 unroll [103]
                0.00    0.00       1/2           test_then_block [81]
                0.00    0.00       1/2           finishCcall [155]
-----------------------------------------------
                                                 <spontaneous>
[104]    0.0    0.00    0.00                 lua_pcallk [104]
                0.00    0.00      11/4399431     lua_setmetatable [15]
                0.00    0.00       4/8799331     utf8_decode [11]
-----------------------------------------------
                                                 <spontaneous>
[105]    0.0    0.00    0.00                 lua_len [105]
                0.00    0.00       3/14000816     read_string <cycle 1> [33]
                0.00    0.00       3/8799331     utf8_decode [11]
-----------------------------------------------
                                                 <spontaneous>
[106]    0.0    0.00    0.00                 fieldsel [106]
                0.00    0.00       8/330         str_unpack [37]
                0.00    0.00       8/90          clearvalues <cycle 3> [70]
                0.00    0.00       8/16          freeexps <cycle 4> [256]
                0.00    0.00       3/93          singlestep [110]
-----------------------------------------------
                                                 <spontaneous>
[107]    0.0    0.00    0.00                 repeatstat [107]
                0.00    0.00       5/5           errorlimit [134]
                0.00    0.00       5/330         str_unpack [37]
-----------------------------------------------
                                   4             movegotosout <cycle 2> [88]
                                   4             leaveblock <cycle 2> [150]
                                  20             close_func <cycle 2> [61]
                0.00    0.00       1/33          enterblock [109]
                0.00    0.00       3/33          subexpr [71]
                0.00    0.00       6/33          getbinopr [63]
[108]    0.0    0.00    0.00      38         funcbody <cycle 2> [108]
                0.00    0.00       3/14000816     read_string <cycle 1> [33]
                0.00    0.00       3/3           luaK_codeABx [208]
                0.00    0.00       3/5           luaK_codeABC [211]
                                  40             constructor <cycle 2> [68]
                                  38             parlist <cycle 2> [126]
-----------------------------------------------
                                                 <spontaneous>
[109]    0.0    0.00    0.00                 enterblock [109]
                0.00    0.00       1/33          funcbody <cycle 2> [108]
                0.00    0.00       1/133         unpackint [42]
                0.00    0.00       1/330         str_unpack [37]
                0.00    0.00       2/30          luaC_runtilstate [153]
                0.00    0.00       1/80          str_packsize [226]
-----------------------------------------------
                                  17             singlestep [110]
                0.00    0.00       1/93          leaveblock <cycle 2> [150]
                0.00    0.00       2/93          luaK_patchclose <cycle 4> [179]
                0.00    0.00       3/93          testnext [209]
                0.00    0.00       3/93          breaklabel [196]
                0.00    0.00       3/93          fieldsel [106]
                0.00    0.00       4/93          movegotosout <cycle 2> [88]
                0.00    0.00       4/93          close_func <cycle 2> [61]
                0.00    0.00       4/93          recfield <cycle 2> [45]
                0.00    0.00       4/93          addprototype [59]
                0.00    0.00       5/93          findgotos [82]
                0.00    0.00       6/93          getbinopr [63]
                0.00    0.00       8/93          closelistfield [191]
                0.00    0.00      16/93          luaC_step [170]
                0.00    0.00      30/93          luaC_runtilstate [153]
[110]    0.0    0.00    0.00      93+17      singlestep [110]
                0.00    0.00      40/43          atomic [132]
                0.00    0.00      40/85          freeobj [137]
                0.00    0.00      40/79          sweeplist [188]
                0.00    0.00      67/144         runafewfinalizers [189]
                                  17             singlestep [110]
-----------------------------------------------
                                                 <spontaneous>
[111]    0.0    0.00    0.00                 block_follow [111]
                0.00    0.00       8/133         unpackint [42]
-----------------------------------------------
                                                 <spontaneous>
[112]    0.0    0.00    0.00                 dothecall [112]
                0.00    0.00       3/14000816     luaopen_base <cycle 1> [241]
-----------------------------------------------
                                                 <spontaneous>
[113]    0.0    0.00    0.00                 luaL_addlstring [113]
                0.00    0.00       3/14000816     lua_tointegerx <cycle 1> [245]
                0.00    0.00       3/27          setobj2s [238]
                0.00    0.00       3/3           lua_iscfunction [311]
                0.00    0.00       3/258         error [220]
-----------------------------------------------
                                                 <spontaneous>
[114]    0.0    0.00    0.00                 luaL_execresult [114]
                0.00    0.00       3/14000816     setsvalue <cycle 1> [299]
-----------------------------------------------
                                                 <spontaneous>
[115]    0.0    0.00    0.00                 luaS_eqlngstr [115]
                0.00    0.00       3/14000816     lua_rawgeti <cycle 1> [254]
                0.00    0.00       6/42          LoadConstants [230]
                0.00    0.00       3/4           reverse [297]
                0.00    0.00       3/21          auxresume [244]
-----------------------------------------------
                                                 <spontaneous>
[116]    0.0    0.00    0.00                 lua_isinteger [116]
                0.00    0.00       3/14000816     luaH_gset <cycle 1> [2]
-----------------------------------------------
                                                 <spontaneous>
[117]    0.0    0.00    0.00                 listfield [117]
                0.00    0.00      12/330         str_unpack [37]
-----------------------------------------------
                                                 <spontaneous>
[118]    0.0    0.00    0.00                 numarith [118]
                0.00    0.00      11/4399431     lua_setmetatable [15]
-----------------------------------------------
                                                 <spontaneous>
[119]    0.0    0.00    0.00                 varinfo [119]
                0.00    0.00      11/4399431     lua_setmetatable [15]
-----------------------------------------------
                0.00    0.00       3/15          check_conflict [49]
                0.00    0.00       5/15          entersweep [141]
                0.00    0.00       7/15          setpause [121]
[120]    0.0    0.00    0.00      15         freeLclosure [120]
                0.00    0.00      21/90          clearvalues <cycle 3> [70]
-----------------------------------------------
                                                 <spontaneous>
[121]    0.0    0.00    0.00                 setpause [121]
                0.00    0.00       7/15          freeLclosure [120]
                0.00    0.00       5/37          GCTM [77]
-----------------------------------------------
                                                 <spontaneous>
[122]    0.0    0.00    0.00                 codeclosure [122]
                0.00    0.00       6/133         unpackint [42]
                0.00    0.00       4/4           undefgoto [300]
                0.00    0.00       4/8           incomplete [277]
-----------------------------------------------
                0.00    0.00       2/2           ll_searchpath [75]
[123]    0.0    0.00    0.00       2         resume [123]
                0.00    0.00       2/14000816     index2addr <cycle 1> [223]
                0.00    0.00       1/8799331     utf8_decode [11]
                0.00    0.00       2/27          setobj2s [238]
-----------------------------------------------
                                   1             os_time <cycle 1> [185]
                                   7             gc_collect <cycle 1> [279]
                0.00    0.00       1/14000816     luaO_pushfstring [12]
                0.00    0.00       4/14000816     reallymarkobject [100]
[124]    0.0    0.00    0.00      13         mem_free <cycle 1> [124]
                0.00    0.00      12/3600235     luaH_del_set [25]
                0.00    0.00       1/1           lua_checkstack [339]
                0.00    0.00       1/21          auxresume [244]
                0.00    0.00       1/2           codepoint [317]
                0.00    0.00       1/1           init_registry [330]
                                  24             list_addArray <cycle 1> [218]
                                   1             mem_malloc <cycle 1> [323]
                                   1             luaL_tolstring <cycle 1> [266]
                                   1             index2addr <cycle 1> [223]
                                   1             luaopen_coroutine <cycle 1> [312]
                                   1             lua_xmove <cycle 1> [341]
                                   1             lua_rawgeti <cycle 1> [254]
-----------------------------------------------
                                                 <spontaneous>
[125]    0.0    0.00    0.00                 checkSizes [125]
                0.00    0.00      29/10400469     luaH_create [23]
-----------------------------------------------
                                   2             parlist <cycle 2> [126]
                                  38             funcbody <cycle 2> [108]
[126]    0.0    0.00    0.00      38+2       parlist <cycle 2> [126]
                0.00    0.00       2/14000816     read_string <cycle 1> [33]
                0.00    0.00       2/5           luaK_codeABC [211]
                0.00    0.00      40/57          checknext [228]
                                  40             constructor <cycle 2> [68]
                                  38             lastlistfield <cycle 2> [233]
                                   2             parlist <cycle 2> [126]
-----------------------------------------------
                                                 <spontaneous>
[127]    0.0    0.00    0.00                 findfile [127]
                0.00    0.00       1/14000816     getF <cycle 1> [261]
                0.00    0.00       1/14000816     lua_pushstring <cycle 1> [222]
-----------------------------------------------
                                                 <spontaneous>
[128]    0.0    0.00    0.00                 ifstat [128]
                0.00    0.00       1/1           luaK_infix [156]
                0.00    0.00       1/14000816     list_addArray <cycle 1> [218]
-----------------------------------------------
                                                 <spontaneous>
[129]    0.0    0.00    0.00                 luaL_loadfilex [129]
                0.00    0.00       2/14000816     luaH_del <cycle 1> [13]
-----------------------------------------------
                                                 <spontaneous>
[130]    0.0    0.00    0.00                 os_getenv [130]
                0.00    0.00       1/14000816     luaL_tolstring <cycle 1> [266]
                0.00    0.00       1/14000816     lua_tonumberx <cycle 1> [259]
                0.00    0.00       1/12          luaL_unref [262]
-----------------------------------------------
                                                 <spontaneous>
[131]    0.0    0.00    0.00                 pairsmeta [131]
                0.00    0.00       2/14000816     lua_pushstring <cycle 1> [222]
                0.00    0.00       1/27          setobj2s [238]
-----------------------------------------------
                0.00    0.00       3/43          luaC_step [170]
                0.00    0.00      40/43          singlestep [110]
[132]    0.0    0.00    0.00      43         atomic [132]
                0.00    0.00      43/43          luaC_checkfinalizer [133]
-----------------------------------------------
                0.00    0.00      43/43          atomic [132]
[133]    0.0    0.00    0.00      43         luaC_checkfinalizer [133]
                0.00    0.00      15/90          clearvalues <cycle 3> [70]
                0.00    0.00      43/144         runafewfinalizers [189]
-----------------------------------------------
                0.00    0.00       5/5           repeatstat [107]
[134]    0.0    0.00    0.00       5         errorlimit [134]
                0.00    0.00       8/330         str_unpack [37]
                0.00    0.00       8/17          luaK_getlabel [253]
-----------------------------------------------
                0.00    0.00       5/5           forbody [136]
[135]    0.0    0.00    0.00       5         funcargs [135]
                0.00    0.00       5/133         unpackint [42]
-----------------------------------------------
                                                 <spontaneous>
[136]    0.0    0.00    0.00                 forbody [136]
                0.00    0.00       5/5           funcargs [135]
-----------------------------------------------
                                  46             freeobj [137]
                0.00    0.00       3/85          subexpr [71]
                0.00    0.00       3/85          check_conflict [49]
                0.00    0.00       7/85          callallpendingfinalizers [205]
                0.00    0.00      15/85          runafewfinalizers [189]
                0.00    0.00      17/85          sweeplist [188]
                0.00    0.00      40/85          singlestep [110]
